Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-04,MARUTI,EQ,7589.2,7600.0,7765.0,7529.05,7635.25,7640.0,7673.2,1198036,919277464354999.9,100546,286052,0.23879999999999998
2021-02-05,MARUTI,EQ,7640.0,7680.0,7736.0,7461.0,7501.0,7494.15,7541.65,1128089,850765625140000.0,116860,328854,0.2915
2021-02-08,MARUTI,EQ,7494.15,7515.0,7638.0,7474.5,7572.9,7574.6,7574.24,912372,691052142350000.0,84897,174287,0.19100000000000003
2021-02-09,MARUTI,EQ,7574.6,7581.0,7680.0,7574.0,7630.0,7627.05,7637.82,925127,706595794325000.0,83533,297189,0.3212
2021-02-10,MARUTI,EQ,7627.05,7605.2,7674.9,7506.05,7629.0,7621.7,7589.42,1015600,770781431655000.0,97257,233643,0.23010000000000003
2021-02-11,MARUTI,EQ,7621.7,7600.0,7744.0,7567.65,7659.0,7667.35,7669.83,818869,628058500150000.0,67413,178948,0.21850000000000003
2021-02-12,MARUTI,EQ,7667.35,7620.1,7675.0,7525.9,7570.0,7568.5,7603.77,756833,575478309910000.0,64775,194262,0.25670000000000004
2021-02-15,MARUTI,EQ,7568.5,7600.0,7649.1,7580.0,7600.0,7596.65,7611.43,470093,357808013305000.0,48456,78160,0.1663
2021-02-16,MARUTI,EQ,7596.65,7639.0,7799.0,7625.25,7690.0,7697.05,7717.76,1321126,1019613836204999.9,110476,287777,0.21780000000000002
2021-02-17,MARUTI,EQ,7697.05,7679.95,7691.5,7471.3,7501.0,7503.2,7564.37,1023548,774249827850000.0,87935,383157,0.3743
2021-02-18,MARUTI,EQ,7503.2,7574.85,7579.05,7460.0,7495.0,7497.55,7516.97,821462,617490651590000.0,79177,200788,0.2444
2021-02-19,MARUTI,EQ,7497.55,7448.0,7486.4,7285.0,7332.5,7323.0,7382.49,1013887,748500822410000.0,105979,275316,0.2715
2021-02-22,MARUTI,EQ,7323.0,7323.0,7325.0,7056.0,7060.0,7086.45,7151.55,1502068,1074210773665000.0,174597,606694,0.40390000000000004
2021-02-23,MARUTI,EQ,7086.45,7118.8,7122.35,6938.0,6975.0,6970.5,7004.31,1589884,1113603598854999.9,155033,688121,0.4328
2021-02-24,MARUTI,EQ,6970.5,6905.0,7036.0,6877.5,6955.0,6952.95,6969.92,1225254,853992115900000.0,117844,540301,0.441
2021-02-25,MARUTI,EQ,6952.95,7065.0,7069.0,6915.0,6926.05,6930.35,6955.9,1740066,1210373187615000.0,135168,904726,0.5199
2021-02-26,MARUTI,EQ,6930.35,6900.0,7075.0,6822.2,6851.0,6866.15,6937.04,2687534,1864353704230000.0,260516,911816,0.3393
2021-03-01,MARUTI,EQ,6866.15,6977.0,7032.85,6917.05,7024.9,7015.0,6987.36,1417600,990527880295000.1,133457,637032,0.44939999999999997
