Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-01-01,BAJFINANCE,EQ,5295.2,5310.2,5338.0,5250.0,5272.0,5280.15,5302.83,1447187,767418375710000.0,74896,247821,0.17120000000000002
2021-01-04,BAJFINANCE,EQ,5280.15,5324.0,5324.0,5196.2,5217.1,5216.2,5245.98,2333659,1224232986420000.0,115980,536963,0.23010000000000003
2021-01-05,BAJFINANCE,EQ,5216.2,5218.0,5224.2,5062.5,5133.0,5119.0,5120.58,3953400,2024370300205000.0,219855,1009430,0.2553
2021-01-06,BAJFINANCE,EQ,5119.0,5130.0,5168.35,4990.3,5020.95,5030.3,5058.0,3607923,1824888182920000.0,202484,1020849,0.2829
2021-01-07,BAJFINANCE,EQ,5030.3,5065.0,5131.55,5021.3,5077.55,5081.0,5079.71,3035750,1542071449475000.0,147514,580409,0.1912
2021-01-08,BAJFINANCE,EQ,5081.0,5130.0,5138.75,5042.0,5084.9,5082.0,5093.85,2998451,1527364826855000.0,161323,785268,0.2619
2021-01-11,BAJFINANCE,EQ,5082.0,5108.0,5110.95,4958.25,4983.35,4984.25,5001.35,2924164,1462476808455000.0,172965,717361,0.24530000000000002
2021-01-12,BAJFINANCE,EQ,4984.25,4984.25,5099.0,4951.0,5042.0,5042.2,5022.51,3335908,1675463184525000.0,143795,442261,0.1326
2021-01-13,BAJFINANCE,EQ,5042.2,5066.0,5074.0,4826.25,4894.0,4902.9,4940.77,3269373,1615320753835000.0,176033,670386,0.20510000000000003
2021-01-14,BAJFINANCE,EQ,4902.9,4902.9,4966.8,4834.0,4876.0,4877.35,4898.18,2680811,1313108286795000.0,158136,476743,0.1778
2021-01-15,BAJFINANCE,EQ,4877.35,4877.0,4927.0,4842.4,4877.05,4883.6,4882.57,2544916,1242572255310000.0,136511,260041,0.10220000000000001
2021-01-18,BAJFINANCE,EQ,4883.6,4870.0,4880.0,4686.0,4699.0,4719.85,4746.63,3703413,1757873748330000.0,224913,975226,0.2633
2021-01-19,BAJFINANCE,EQ,4719.85,4765.1,4994.95,4752.0,4968.0,4959.15,4900.72,4767465,2336401453135000.0,223355,673806,0.1413
2021-01-20,BAJFINANCE,EQ,4959.15,4968.0,5032.6,4901.0,4980.0,4981.95,4968.56,3314707,1646930994815000.0,159144,362774,0.1094
2021-01-21,BAJFINANCE,EQ,4981.95,4993.0,5225.0,4990.0,5114.3,5118.3,5149.5,7061809,3636480727880000.5,323742,1509917,0.2138
2021-01-22,BAJFINANCE,EQ,5118.3,5135.0,5137.0,4945.6,4949.0,4972.55,5052.82,3084796,1558692179055000.0,185032,519805,0.1685
2021-01-25,BAJFINANCE,EQ,4972.55,5049.0,5163.0,4890.0,4903.0,4908.7,5024.4,3673060,1845493232434999.8,198164,487355,0.13269999999999998
2021-01-27,BAJFINANCE,EQ,4908.7,4921.3,4945.6,4811.0,4825.0,4845.0,4857.86,2800493,1360440877615000.0,144175,502138,0.1793
2021-01-28,BAJFINANCE,EQ,4845.0,4779.55,4909.0,4723.1,4800.0,4810.25,4825.59,3477329,1678017351415000.0,180461,311608,0.08960000000000001
2021-01-29,BAJFINANCE,EQ,4810.25,4886.7,4950.0,4707.1,4732.15,4734.55,4852.55,4260795,2067574025275000.0,190990,717134,0.16829999999999998
2021-02-01,BAJFINANCE,EQ,4734.55,4775.0,5080.0,4666.5,5075.0,5058.6,4902.27,4290745,2103438576584999.8,223331,662056,0.1543
